video_id,author_username,video_description,hashtags,suggested_words,file_name
7218590742950776106,dailymail,The shocking truth behind America’s most inbred family #fyp #shocking #inbred #whittaker #westvirgini #documentary ,"['fyp', 'shocking', 'inbred', 'whittaker', 'westvirgini', 'documentary']","whitaker family 2023, the whitaker family documentary, john and gracie whittaker, most in bread fam, theo von, the whittakers family, Robert Whittaker, The Whittakers, vincent whitaker, Benjamin Whittaker",Sec2Gr3_77217.csv
7276187263627742507,catchupnews,"The Whittakers were first exposed to the general public by youtuber Mark Laita. They used to live an isolated life in a West Virginia village named Odd, but have been getting more visitors recently after becoming famous. #catchupnews #whittakers #family ","['catchupnews', 'whittakers', 'family']","Whitaker Family 2023, whittakers family family tree, ray whitaker, wrong turn, Wrong Turn Movie, The Whittakers, whitaker family tree, the whittakers family 2023, braxton whittaker, Benjamin Whittaker",Sec2Gr3_77217.csv
7088395289219976490,abcnews,"""That’s up to them,"" Pres. #JoeBiden says when asked if travelers should continue to wear #masks on #airplanes after #federal mask #mandate overturned. #news #covid19","['joebiden', 'masks', 'airplanes', 'federal', 'mandate', 'news', 'covid19']",,Sec2Gr3_77217.csv
7291723148087610667,60minutes,"Pink has built a global brand, selling $350 million dollars in tickets around the world so far this year. Cecilia Vega reports on the singer’s 25-year career. Sunday on 60 Minutes. ",[],,Sec2Gr3_77217.csv
7289168649267547423,thatgoodnewsgirl,"Fat Bear Week has ended and the results are in! This year, we have a first-time winner - and it’s well deserved. 🏆🐻  📸 explore.org / Fat Bear Week Bracket Tournament (FB) #fatbearweek #bearsoftiktok #wildlife #goodnews #positivecontent  ","['fatbearweek', 'bearsoftiktok', 'wildlife', 'goodnews', 'positivecontent']","Otis The Bear, fat otis, bears, Wildlife, Bear Videos, Bears Of TikTok, Wildlife Animals, Animals Of TikTok, wild animals of TikTok, Animal",Sec2Gr3_77217.csv
7288971272921500974,todayshow,"A fairytale ending to a fairytale night 💫🧡 #taylorswift, #adamsandler #juliagarner and a full theater dance to #karma and celebrate the release of #theerastourmovie. #tstheerastour #tstheerastourmovie #erastourmovie ","['taylorswift,', 'adamsandler', 'juliagarner', 'karma', 'theerastourmovie.', 'tstheerastour', 'tstheerastourmovie', 'erastourmovie']",,Sec2Gr3_77217.csv
7291688132611722526,msnbc,"Trump's former lawyer and MAGA loyalist Sidney Powell pleads guilty in the Georgia election interference case. Powell was one Trump’s 18 co-defendants named in District Attorney Fani Willis’ RICO indictment. As part of the plea agreement, Powell must ""testify truthfully about any codefendants"" and ""provide all documents” to D.A. Willis.  NBC's Laura Jarrett calls it ""devastating news"" for Trump.",[],,Sec2Gr3_77217.csv
7290146618114919723,wbznewsradio,"It's the great pumpkin, Charles River. #Boston #Massachusetts #NewEngland #HarvardUniversity #HarvardSquare #massachusettsinstituteoftechnology #CambridgeMA #AllstonMA #BrightonMA #CharlesRiver #WatertownMA #BostonUniversity #EmersonCollege #BostonCheck #BostonTikTok ","['boston', 'massachusetts', 'newengland', 'harvarduniversity', 'harvardsquare', 'massachusettsinstituteoftechnology', 'cambridgema', 'allstonma', 'brightonma', 'charlesriver', 'watertownma', 'bostonuniversity', 'emersoncollege', 'bostoncheck', 'bostontiktok']",,Sec2Gr3_77217.csv
7289426194586471687,todayonline,"Some half a million panda lovers 🐼 helped choose their names via online voting, the zoo at the #Everland theme park said, with a handful of lucky fans invited to Thursday's ceremony. #koreanews #tiktokkorea #giantpanda #ruibao #huibao","['everland', 'koreanews', 'tiktokkorea', 'giantpanda', 'ruibao', 'huibao']",,Sec2Gr3_77217.csv
7167865447923240238,brutamerica,"Millions of people hear her voice every day. Meet the woman behind TikTok’s text-to-speech voice, @voiceofkat.",[],"Kat Callaghan, this is black diamond, text to speech on tiktok, text to speech, original tiktok voice, voice text to speech, voiceofkat, voice girl, susan bennett, Text To Speech In Public",Sec2Gr3_77217.csv
7278120784881585450,espn,His reaction at the end 😭 (via @chicagobears) #nfl #chicagobears #micdup ,"['nfl', 'chicagobears', 'micdup']","mic d up football, don't be chasing waterfalls, nfl mic'd up, zach pickens, NFL Mic'd Up Funny Moments, Travis Kelce Mic'd Up, NFL, zach pickens micd up, micd up, mic'd up football nfl",Sec2Gr3_77217.csv
7289168649267547423,thatgoodnewsgirl,"Fat Bear Week has ended and the results are in! This year, we have a first-time winner - and it’s well deserved. 🏆🐻  📸 explore.org / Fat Bear Week Bracket Tournament (FB) #fatbearweek #bearsoftiktok #wildlife #goodnews #positivecontent  ","['fatbearweek', 'bearsoftiktok', 'wildlife', 'goodnews', 'positivecontent']","Otis The Bear, fat otis, bears, Wildlife, Bear Videos, Bears Of TikTok, wildlife animals, Animals Of TikTok, wild animals of TikTok, Animal",Sec2Gr3_77217.csv
7286124079332003115,bleacherreport,Bron hits the 3 over Rui 👀  (Via @Lakers) #lebron #lebronjames #lakers #ruihachimura #nba #nbabasketball ,"['lebron', 'lebronjames', 'lakers', 'ruihachimura', 'nba', 'nbabasketball']",,Sec2Gr3_77217.csv
7283661738929638699,espn,That was smooth 👏 (via @Prep Baseball Report Georgia) #baseball #hidden #trick #sports ,"['baseball', 'hidden', 'trick', 'sports']",,Sec2Gr3_77217.csv
7183623498152103173,bbc,Hobnobs = nobody's favourite biscuit 🍪 #CunkOnShakespeare#iPlayer#PhilomenaCunk #Cunk,"['cunkonshakespeare#iplayer#philomenacunk', 'cunk']","philomena cunk, shakespeare invented words, ben crystal shakespeare, cunk on britain, ben crystal philomena, Shakespeare Quotes, Shakespeare in Love, cunk on history, Cunk on Earth",Sec2Gr3_77217.csv
7184376845901614341,bbc,No time for romance during the Black Plague 💔 #CunkOnBritain  #iPlayer  #PhilomenaCunk,"['cunkonbritain', 'iplayer', 'philomenacunk']","philomena cunk, cunk britain, philomena, philomena cunk edit, cunkonbritain jesus, cunk on history, Black Death 2010 Movie, philomena cunk breaking character, black plague history, Cunk on Earth",Sec2Gr3_77217.csv
7275806719962271018,gma,@aespa official is serving all the looks in Times Square! 🫶✨💗🫧😍 #aespa #aespaongma #timessquare #kpop ,"['aespa', 'aespaongma', 'timessquare', 'kpop']",,Sec2Gr3_77217.csv
7309497257810726187,brutamerica,Panera Bread’s caffeinated “charged lemonade” has been accused of killing another person.  #fyp ,['fyp'],"Panera Charged Lemonade, charged lemonade, panera bread, panera bread charged lemonade, Panera Coffee, Lemonade, Panera Bread Bowl, Panera Bread Order, Panera Bread Soups, Panera Employee",Sec2Gr3_74721.csv
